TribalCededLandsNewOBJECTID,TribalCededLandsNewCESSNUM,TribalCededLandsNewCESSNUMSORT,TribalCededLandsNewSHAPE_Length,TribalCededLandsNewSHAPE_Area,TribalCededLandsTableOBJECTID,TribalCededLandsTableCessNum,TribalCededLandsTableCessNumSort,TribalCededLandsTableMapName,TribalCededLandsTableState,TribalCededLandsTableCounty,TribalCededLandsTableStateCounty,TribalCededLandsTableSchdTrb,TribalCededLandsTablePresDayTrb,TribalCededLandsTableCitation1,TribalCededLandsTableCitation2,TribalCededLandsTableCessDate1,TribalCededLandsTableDate1Link_Royce_Schedule,TribalCededLandsTableDate1Link_Kappler_Treaty,TribalCededLandsTableCessDate2,TribalCededLandsTableDate2Link_Royce_Schedule,TribalCededLandsTableDate2Link_Kappler_Treaty,TribalCededLandsTableCessDate3,TribalCededLandsTableDate3Link_Royce_Schedule,TribalCededLandsTableDate3Link_Kappler_Treaty,TribalCededLandsTableCessDate4,TribalCededLandsTableDate4Link_Royce_Schedule,TribalCededLandsTableDate4Link_Kappler_Treaty,TribalCededLandsTableCessDate5,TribalCededLandsTableDate5Link_Royce_Schedule,TribalCededLandsTableDate5Link_Kappler_Treaty,TribalCededLandsTableMapName1,TribalCededLandsTableMapName2,TribalCededLandsTableMapName3,TribalCededLandsTableMapName4,TribalCededLandsTableMapName5,TribalCededLandsTableMapName6,TribalCededLandsTableMapURL1,TribalCededLandsTableMapURL2,TribalCededLandsTableMapURL3,TribalCededLandsTableMapURL4,TribalCededLandsTableMapURL5,TribalCededLandsTableMapURL6,TribalCededLandsTableLink_Federal_Statute,TribalCededLandsTableLink_Executive_Order,TribalCededLandsTableLink_Other_Treaty
11,230,230,33997.9457206357,64400810.0685057,9,230,230,Michigan 1,MI,Saginaw,MI:Saginaw,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
12,229,229,35477.5623890267,59673876.4716283,10,229,229,Michigan 1,MI,Saginaw,MI:Saginaw,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
13,238,238,36254.9556253936,78273024.853014,11,238,238,Michigan 1,MI,Midland,MI:Midland,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
14,111,111,1444613.26008876,89542855639.1853,14,111,111,Michigan 1,MI,"Alcona; Alpena; Arenac; Barry; Bay; Calhoun; Clare; Clinton; Crawford; Eaton; Gladwin; Huron; Ingham; Ionia; Iosco; Isabella; Jackson; Kalamazoo; Midland; Montcalm; Montmorency; Ogemaw; Oscoda; Roscommon; Saginaw; Shiawassee; Tuscola","MI:Alcona; MI:Alpena; MI:Arenac; MI:Barry; MI:Bay; MI:Calhoun; MI:Clare; MI:Clinton; MI:Crawford; MI:Eaton; MI:Gladwin; MI:Huron; MI:Ingham; MI:Ionia; MI:Iosco; MI:Isabella; MI:Jackson; MI:Kalamazoo; MI:Midland; MI:Montcalm; MI:Montmorency; MI:Ogemaw; MI:Oscoda; MI:Roscommon; MI:Saginaw; MI:Shiawassee; MI:Tuscola",Chippewa,"Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 427; Tiller 428; Tiller 431; Tiller 433; Tiller 434; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 787; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=193",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
15,239,239,29374.796558466,51383603.4460333,15,239,239,Michigan 1,MI,Saginaw,MI:Saginaw,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
16,240,240,66230.0558181543,200503047.83364,16,240,240,Michigan 1,MI,Bay,MI:Bay,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
17,233,233,14591.7291243478,13580394.5507803,17,233,233,Michigan 1,MI,Bay,MI:Bay,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
18,232,232,27505.5360359199,43596108.752108,18,232,232,Michigan 1,MI,Bay,MI:Bay,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
19,228,228,36142.8597489512,68681666.3670891,19,228,228,Michigan 1,MI,Bay,MI:Bay,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
20,234,234,14817.7967202287,10875036.5298835,20,234,234,Michigan 1,MI,Saginaw,MI:Saginaw,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
21,236,236,10985.5248838669,7041036.07046182,21,236,236,Michigan 1,MI,Saginaw,MI:Saginaw,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
22,227,227,18802.9642019396,20244172.3106893,22,227,227,Michigan 1,MI,Arenac,MI:Arenac,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
23,235,235,18917.3871825054,20556797.0418971,23,235,235,Michigan 1,MI,Arenac,MI:Arenac,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
24,231,231,13969.2696519016,6899804.90827764,24,231,231,Michigan 1,MI,Huron,MI:Huron,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,,,,,,,,
25,66,66,1104414.98763927,52132530664.4916,25,66,66,"Michigan 1, Ohio","MI; OH","Defiance; Fulton; Genesee; Henry; Ingham; Jackson; Lapeer; Lenawee; Livingston; Lucas; Macomb; Monroe; Oakland; Saginaw; Sanilac; Shiawassee; St. Clair; Tuscola; Washtenaw; Wayne","MI:Genesee; MI:Ingham; MI:Jackson; MI:Lapeer; MI:Lenawee; MI:Livingston; MI:Macomb; MI:Monroe; MI:Oakland; MI:Saginaw; MI:Sanilac; MI:Shiawassee; MI:St. Clair; MI:Tuscola; MI:Washtenaw; MI:Wayne; OH:Defiance; OH:Fulton; OH:Henry; OH:Lucas","Chippewa; Ottawa; Potawatomi; Wyandot","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Citizen Potawatomi Nation, Oklahoma; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Forest County Potawatomi Community, Wisconsin; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Hannahville Indian Community, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Nottawaseppi Huron Band of the Potawatomi, Michigan; Ottawa Tribe of Oklahoma; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota; Wyandotte Nation, Oklahoma","2 Hodge 977; 1 Hodge 589-90; Tiller 404; Tiller 427; Tiller 428; Tiller 430; Tiller 431; Tiller 433; Tiller 434; Tiller 439; Tiller 440; Tiller 441; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 616; Tiller 787; Tiller 789; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809","Tiller 662; Trigger 745",1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/674/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Ohio,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=49,,,,,,,
26,183,183,35676.9307573942,68610002.6691216,26,183,183,Ohio (Detail),OH,Lucas,OH:Lucas,Ottawa Indians residing on the Indian reserves on the Miami of Lake Erie and in the vicinity thereof,Ottawa Tribe of Oklahoma,,,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/674/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1833/02/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/748/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=400",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Ohio (detail),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=50,,,,,,,,
27,136,136,19395.4814698842,19628354.1094153,27,136,136,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,Oakland,MI:Oakland,Potawatomi,"Citizen Potawatomi Nation, Oklahoma; Forest County Potawatomi Community, Wisconsin; Hannahville Indian Community, Michigan; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Nottawaseppi Huron Band of the Potawatomi, Michigan; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas","Tiller 404; Tiller 430; Tiller 439; Tiller 440; Tiller 441; Tiller 616; Tiller 789",,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1827/09/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=291",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
28,135,135,13958.4546008202,11490326.0786918,28,135,135,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,Oakland,MI:Oakland,Potawatomi,"Citizen Potawatomi Nation, Oklahoma; Forest County Potawatomi Community, Wisconsin; Hannahville Indian Community, Michigan; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Nottawaseppi Huron Band of the Potawatomi, Michigan; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas","Tiller 404; Tiller 430; Tiller 439; Tiller 440; Tiller 441; Tiller 616; Tiller 789",,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1827/09/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=291",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
29,216,216,6630.12135606939,2509661.26939705,29,216,216,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,Macomb,MI:Macomb,Swan-creek and Black-river bands of the Chippewa nation residing in Michigan,Saginaw Chippewa Indian Tribe of Michigan,,,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1836/05/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=469",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
30,215,215,8190.48336813008,4017304.3334034,30,215,215,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,Macomb,MI:Macomb,Swan-creek and Black-river bands of the Chippewa nation residing in Michigan,Saginaw Chippewa Indian Tribe of Michigan,,,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1836/05/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=469",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
31,214,214,30160.8392128082,47991681.0056414,31,214,214,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,St. Clair,MI:St. Clair,Swan-creek and Black-river bands of the Chippewa nation residing in Michigan,Saginaw Chippewa Indian Tribe of Michigan,,,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1836/05/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=469",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
32,217,217,28778.8475571174,53578098.4237554,32,217,217,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,St. Clair,MI:St. Clair,Swan-creek and Black-river bands of the Chippewa nation residing in Michigan,Saginaw Chippewa Indian Tribe of Michigan,,,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1836/05/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=469",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
33,137,137,47470.5180102294,57402301.5029021,33,137,137,"Michigan 1, Michigan (Saginaw Bay to Lake Erie)",MI,Monroe,MI:Monroe,Potawatomi,"Citizen Potawatomi Nation, Oklahoma; Forest County Potawatomi Community, Wisconsin; Hannahville Indian Community, Michigan; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Nottawaseppi Huron Band of the Potawatomi, Michigan; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas","Tiller 404; Tiller 430; Tiller 439; Tiller 440; Tiller 441; Tiller 616; Tiller 789",,1807/11/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=100",1827/09/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=291",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Michigan (Saginaw Bay to Lake Erie),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=31,,,,,,,
